"position","const","created","modified","description","Title","Title type","Directors","RDLongoria rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"351","tt0094834","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Cannibal Women in the Avocado Jungle of Death","Feature Film","J.D. Athens","","4.8","90","1989","action, comedy, horror","1783","1989-03-15","http://www.imdb.com/title/tt0094834/"
"352","tt0072732","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Brannigan","Feature Film","Douglas Hickox","","6.1","111","1975","action, comedy, crime","3710","1975-03-21","http://www.imdb.com/title/tt0072732/"
"353","tt0265010","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Girl Fever","Feature Film","Michael Davis","","5.0","98","2002","comedy, romance","2085","2002-10-18","http://www.imdb.com/title/tt0265010/"
"354","tt0096321","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Twister","Feature Film","Michael Almereyda","","5.2","93","1989","comedy, drama","1677","1989-04-26","http://www.imdb.com/title/tt0096321/"
"355","tt0079592","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Murder by Decree","Feature Film","Bob Clark","","7.0","124","1979","mystery, thriller","3608","1979-02-01","http://www.imdb.com/title/tt0079592/"
"356","tt0093011","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Fatal Beauty","Feature Film","Tom Holland","","5.3","104","1987","action, comedy, crime, drama, thriller","2383","1987-10-30","http://www.imdb.com/title/tt0093011/"
"357","tt0088961","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Creature","Feature Film","William Malone","","4.2","97","1985","horror, sci_fi","2311","1985-03","http://www.imdb.com/title/tt0088961/"
"358","tt0075627","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Aces High","Feature Film","Jack Gold","2","6.6","114","1976","war, drama, action","1747","1976-05-19","http://www.imdb.com/title/tt0075627/"
"359","tt0071519","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Frankenstein and the Monster from Hell","Feature Film","Terence Fisher","","6.4","99","1974","horror","2186","1974-04","http://www.imdb.com/title/tt0071519/"
"360","tt0079136","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Fast Break","Feature Film","Jack Smight","","6.0","107","1979","comedy, sport","526","1979-03-02","http://www.imdb.com/title/tt0079136/"
"361","tt1728975","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Elevator","Feature Film","Stig Svendsen","","5.3","84","2011","thriller","4335","2011","http://www.imdb.com/title/tt1728975/"
"362","tt1680045","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","360","Feature Film","Fernando Meirelles","","6.2","110","2011","drama, romance","13086","2011-09-09","http://www.imdb.com/title/tt1680045/"
"363","tt1769363","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","The Giant Mechanical Man","Feature Film","Lee Kirk","","6.7","94","2012","comedy, drama, romance","7837","2012-04-27","http://www.imdb.com/title/tt1769363/"
"364","tt1602472","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","2 Days in New York","Feature Film","Julie Delpy","","6.0","96","2012","comedy, drama, romance","11861","2012-01-23","http://www.imdb.com/title/tt1602472/"
"365","tt1757742","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Apartment 143","Feature Film","Carles Torrens","","5.1","80","2011","horror, thriller","9484","2011-10-11","http://www.imdb.com/title/tt1757742/"
"366","tt1648208","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Riddle","Feature Film","John O. Hartman, Nicholas Mross","","4.1","100","2013","mystery, thriller","1669","2013-01-10","http://www.imdb.com/title/tt1648208/"
"367","tt0093744","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","The New Adventures of Pippi Longstocking","Feature Film","Ken Annakin","","5.9","100","1988","family, adventure, fantasy, musical","3237","1988-03","http://www.imdb.com/title/tt0093744/"
"368","tt1855401","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Tim and Eric's Billion Dollar Movie","Feature Film","Tim Heidecker, Eric Wareheim","","5.3","93","2012","comedy","7878","2012-01-20","http://www.imdb.com/title/tt1855401/"
"369","tt1452628","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Vanishing on 7th Street","Feature Film","Brad Anderson","","4.9","92","2010","horror, mystery, thriller","21825","2010-09-12","http://www.imdb.com/title/tt1452628/"
"370","tt0486674","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","What Just Happened","Feature Film","Barry Levinson","","5.7","104","2008","comedy, drama","23641","2008-01-19","http://www.imdb.com/title/tt0486674/"
"371","tt0119874","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","The Peacemaker","Feature Film","Mimi Leder","","5.9","124","1997","action, thriller","46141","1997-09-23","http://www.imdb.com/title/tt0119874/"
"372","tt1682940","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Playback","Feature Film","Michael A. Nickles","","4.3","98","2012","horror, thriller","4098","2012-02-08","http://www.imdb.com/title/tt1682940/"
"373","tt1235796","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Ondine","Feature Film","Neil Jordan","","6.8","111","2009","drama, mystery, romance","16728","2009-09-14","http://www.imdb.com/title/tt1235796/"
"374","tt0373283","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Saints and Soldiers","Feature Film","Ryan Little","6","6.8","90","2003","action, adventure, drama, war","17613","2003-09-11","http://www.imdb.com/title/tt0373283/"
"375","tt1653700","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","The Veteran","Feature Film","Matthew Hope","","5.9","98","2011","action, thriller","6373","2011-04-29","http://www.imdb.com/title/tt1653700/"
"376","tt1582271","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","The Good Doctor","Feature Film","Lance Daly","","5.6","91","2011","drama, thriller","5076","2011-04-23","http://www.imdb.com/title/tt1582271/"
"377","tt1262981","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","World's Greatest Dad","Feature Film","Bobcat Goldthwait","","6.9","99","2009","comedy, drama","31582","2009-01-18","http://www.imdb.com/title/tt1262981/"
"378","tt1456060","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Boy Wonder","Feature Film","Michael Morrissey","7","6.9","93","2010","action, crime, drama, thriller","7527","2010-08-12","http://www.imdb.com/title/tt1456060/"
"379","tt0488604","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","The Oxford Murders","Feature Film","Alex de la Iglesia","","6.1","104","2008","crime, mystery, thriller","22516","2008-01-17","http://www.imdb.com/title/tt0488604/"
"380","tt0073349","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Mandingo","Feature Film","Richard Fleischer","","6.2","127","1975","drama, history, romance","2473","1975-05-07","http://www.imdb.com/title/tt0073349/"
"381","tt0111419","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Thumbelina","Feature Film","Don Bluth, Gary Goldman","","6.3","86","1994","animation, family, fantasy, musical, romance","11313","1994-03-30","http://www.imdb.com/title/tt0111419/"
"382","tt0115697","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Black Sheep","Feature Film","Penelope Spheeris","5","6.2","87","1996","comedy","29464","1996-02-02","http://www.imdb.com/title/tt0115697/"
"383","tt1534085","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Beyond the Black Rainbow","Feature Film","Panos Cosmatos","","6.1","110","2010","sci_fi, thriller","6382","2010-12-03","http://www.imdb.com/title/tt1534085/"
"384","tt0323120","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Loving Annabelle","Feature Film","Katherine Brooks","","6.7","76","2006","drama, romance","9080","2006-03-08","http://www.imdb.com/title/tt0323120/"
"385","tt0080057","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Zombie","Feature Film","Lucio Fulci","","6.9","91","1979","horror","19876","1979-08-25","http://www.imdb.com/title/tt0080057/"
"386","tt0110638","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Nell","Feature Film","Michael Apted","7","6.5","112","1994","drama","22547","1994-12-14","http://www.imdb.com/title/tt0110638/"
"387","tt1133993","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Serious Moonlight","Feature Film","Cheryl Hines","","5.4","81","2009","comedy, crime, romance","6630","2009-04-25","http://www.imdb.com/title/tt1133993/"
"388","tt0780516","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Flawless","Feature Film","Michael Radford","","6.8","108","2007","crime, drama, thriller","19356","2007-09-26","http://www.imdb.com/title/tt0780516/"
"389","tt0425601","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Trailer Park Boys: The Movie","Feature Film","Mike Clattenburg","","7.3","95","2006","comedy, crime","10066","2006-10-06","http://www.imdb.com/title/tt0425601/"
"390","tt0097240","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Drugstore Cowboy","Feature Film","Gus Van Sant Jr.","5","7.4","102","1989","crime, drama","25095","1989-09-09","http://www.imdb.com/title/tt0097240/"
"391","tt0077269","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","The Boys from Brazil","Feature Film","Franklin J. Schaffner","","7.0","125","1978","drama, thriller","20455","1978-10-05","http://www.imdb.com/title/tt0077269/"
"392","tt0116260","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Eye for an Eye","Feature Film","John Schlesinger","","6.1","101","1996","crime, drama, thriller","9678","1996-01-12","http://www.imdb.com/title/tt0116260/"
"393","tt0780607","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","The Signal","Feature Film","David Bruckner, Dan Bush","","6.1","103","2007","horror, sci_fi, thriller","18267","2007-01-22","http://www.imdb.com/title/tt0780607/"
"394","tt0084296","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","The Man from Snowy River","Feature Film","George Miller","8","7.2","102","1982","adventure, drama, family, romance, western","5835","1982-03-25","http://www.imdb.com/title/tt0084296/"
"395","tt0376968","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","The Return","Feature Film","Andrey Zvyagintsev","","8.0","105","2003","drama, mystery, thriller","31325","2003-06-25","http://www.imdb.com/title/tt0376968/"
"396","tt0850677","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Jack & Diane","Feature Film","Bradley Rust Gray","","4.5","110","2012","drama, horror, romance","2183","2012-04-20","http://www.imdb.com/title/tt0850677/"
"397","tt0106400","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","The Beverly Hillbillies","Feature Film","Penelope Spheeris","","4.8","92","1993","comedy, family","14333","1993-10-15","http://www.imdb.com/title/tt0106400/"
"398","tt0145653","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Angela's Ashes","Feature Film","Alan Parker","","7.3","145","1999","drama","16879","1999-12-25","http://www.imdb.com/title/tt0145653/"
"399","tt0348505","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Asylum","Feature Film","David Mackenzie","","6.2","99","2005","drama, romance, thriller","4147","2005-02-11","http://www.imdb.com/title/tt0348505/"
"400","tt0460810","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","The Great Buck Howard","Feature Film","Sean McGinly","4","6.5","90","2008","comedy, drama","11747","2008-01-18","http://www.imdb.com/title/tt0460810/"
"401","tt0077663","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Heaven Can Wait","Feature Film","Warren Beatty, Buck Henry","","6.9","101","1978","comedy, fantasy, romance, sport","14075","1978-06-28","http://www.imdb.com/title/tt0077663/"
"402","tt0099160","Wed Feb 25 14:43:14 2015","Wed Feb 25 14:43:14 2015","","Blue Steel","Feature Film","Kathryn Bigelow","","5.6","102","1989","action, crime, drama, thriller","9080","1989-05-26","http://www.imdb.com/title/tt0099160/"
"403","tt0205177","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Kevin & Perry Go Large","Feature Film","Ed Bye","","5.4","82","2000","comedy, music","9923","2000-04-21","http://www.imdb.com/title/tt0205177/"
"404","tt0080388","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Atlantic City","Feature Film","Louis Malle","","7.5","104","1980","crime, drama, romance","11256","1980-09-02","http://www.imdb.com/title/tt0080388/"
"405","tt0072281","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","The Three Musketeers","Feature Film","Richard Lester","","7.3","106","1973","action, adventure","12139","1973-12-11","http://www.imdb.com/title/tt0072281/"
"406","tt0087233","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Falling in Love","Feature Film","Ulu Grosbard","","6.5","106","1984","drama, romance","9413","1984-11-21","http://www.imdb.com/title/tt0087233/"
"407","tt0203230","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","You Can Count on Me","Feature Film","Kenneth Lonergan","","7.7","111","2000","drama","21982","2000-01-21","http://www.imdb.com/title/tt0203230/"
"408","tt0116075","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","The Dentist","Feature Film","Brian Yuzna","","5.1","92","1996","horror","6301","1996-06","http://www.imdb.com/title/tt0116075/"
"409","tt0772157","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Broken English","Feature Film","Zoe Cassavetes","","6.4","97","2007","comedy, drama, romance","5409","2007-01","http://www.imdb.com/title/tt0772157/"
"410","tt0080380","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","The Apple","Feature Film","Menahem Golan","","4.3","90","1980","music, musical, sci_fi","1321","1980-10","http://www.imdb.com/title/tt0080380/"
"411","tt0492619","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","The Foot Fist Way","Feature Film","Jody Hill","","6.4","85","2006","comedy","9207","2006-01","http://www.imdb.com/title/tt0492619/"
"412","tt1060255","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","The Horseman","Feature Film","Steven Kastrissios","6","6.6","96","2008","crime, thriller","4090","2008-08-03","http://www.imdb.com/title/tt1060255/"
"413","tt0880648","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Shuttle","Feature Film","Edward Anderson","","5.7","107","2008","crime, drama, mystery, thriller","4612","2008-03-08","http://www.imdb.com/title/tt0880648/"
"414","tt0365960","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Zero Day","Feature Film","Ben Coccio","","7.4","92","2003","drama","3237","2003-09-03","http://www.imdb.com/title/tt0365960/"
"415","tt0080408","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Bad Timing","Feature Film","Nicolas Roeg","","7.1","123","1980","drama, mystery, thriller","5669","1980-03","http://www.imdb.com/title/tt0080408/"
"416","tt0084777","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Tenebre","Feature Film","Dario Argento","","7.2","101","1982","horror, mystery, thriller","14102","1982-10-28","http://www.imdb.com/title/tt0084777/"
"417","tt0083133","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Student Bodies","Feature Film","Mickey Rose","","5.7","86","1981","comedy, horror","3263","1981-08-07","http://www.imdb.com/title/tt0083133/"
"418","tt0464061","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","I'm Reed Fish","Feature Film","Zackary Adler","","5.8","93","2006","comedy, drama, romance","3868","2006-04-25","http://www.imdb.com/title/tt0464061/"
"419","tt0071628","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","House of Whipcord","Feature Film","Pete Walker","","5.9","102","1974","horror","1013","1974-03-28","http://www.imdb.com/title/tt0071628/"
"420","tt0072353","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Going Places","Feature Film","Bertrand Blier","","7.4","150","1974","comedy, drama","6007","1974-03-20","http://www.imdb.com/title/tt0072353/"
"421","tt0281924","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","I Am Dina","Feature Film","Ole Bornedal","","6.6","125","2002","drama","4697","2002-03-08","http://www.imdb.com/title/tt0281924/"
"422","tt0091670","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","The Sacrifice","Feature Film","Andrei Tarkovskij","5","8.2","149","1986","drama","14234","1986-05-09","http://www.imdb.com/title/tt0091670/"
"423","tt0082949","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","The Professional","Feature Film","Georges Lautner","","7.7","108","1981","action, crime, drama, thriller","9265","1981-10-21","http://www.imdb.com/title/tt0082949/"
"424","tt0118845","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Happy Together","Feature Film","Kar Wai Wong","","7.7","96","1997","drama, romance","14751","1997-05-17","http://www.imdb.com/title/tt0118845/"
"425","tt0112913","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Fallen Angels","Feature Film","Kar Wai Wong","","7.7","96","1995","crime, drama, romance","15925","1995-09-06","http://www.imdb.com/title/tt0112913/"
"426","tt1613062","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","The Music Never Stopped","Feature Film","Jim Kohlberg","","7.6","105","2011","drama","5940","2011-01-20","http://www.imdb.com/title/tt1613062/"
"427","tt1337032","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Trailer Park Boys: Countdown to Liquor Day","Feature Film","Mike Clattenburg","","7.4","102","2009","comedy, crime","5440","2009-09-17","http://www.imdb.com/title/tt1337032/"
"428","tt0236027","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Flickering Lights","Feature Film","Anders Thomas Jensen","","7.7","109","2000","action, comedy, crime","14507","2000-11-03","http://www.imdb.com/title/tt0236027/"
"429","tt0110076","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Hum Aapke Hain Koun...!","Feature Film","Sooraj R. Barjatya","","7.7","206","1994","comedy, drama, musical, romance","10972","1994-08-05","http://www.imdb.com/title/tt0110076/"
"430","tt0497986","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Time","Feature Film","Ki-duk Kim","","7.3","97","2006","drama, mystery, romance","9726","2006-06-30","http://www.imdb.com/title/tt0497986/"
"431","tt0097050","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","The Adventures of Milo and Otis","Feature Film","Masanori Hata","","7.2","90","1986","adventure, drama, family","8459","1986-05-12","http://www.imdb.com/title/tt0097050/"
"432","tt0216625","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Code Unknown","Feature Film","Michael Haneke","","7.2","118","2000","drama, romance, war","8261","2000-05-19","http://www.imdb.com/title/tt0216625/"
"433","tt0070077","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","The Friends of Eddie Coyle","Feature Film","Peter Yates","","7.6","102","1973","crime, drama","5511","1973-06-26","http://www.imdb.com/title/tt0070077/"
"434","tt0098180","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Red Scorpion","Feature Film","Joseph Zito","","5.0","105","1988","action, adventure","6306","1988-10-25","http://www.imdb.com/title/tt0098180/"
"435","tt0082245","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Deadly Blessing","Feature Film","Wes Craven","","5.5","100","1981","horror","3208","1981-08-14","http://www.imdb.com/title/tt0082245/"
"436","tt0085693","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","House of the Long Shadows","Feature Film","Pete Walker","","6.4","102","1983","comedy, horror, mystery, thriller","1921","1983-01","http://www.imdb.com/title/tt0085693/"
"437","tt0069987","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","A Doll's House","Feature Film","Patrick Garland","","6.5","105","1973","drama","820","1973-04-10","http://www.imdb.com/title/tt0069987/"
"438","tt0087513","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Joy of Sex","Feature Film","Martha Coolidge","","3.5","93","1984","comedy, romance","502","1984-08-03","http://www.imdb.com/title/tt0087513/"
"439","tt0088333","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Up the Creek","Feature Film","Robert Butler","","5.6","96","1984","comedy","2149","1984-04-06","http://www.imdb.com/title/tt0088333/"
"440","tt0091053","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Fire with Fire","Feature Film","Duncan Gibbins","","6.6","103","1986","drama, romance","1181","1986-05-09","http://www.imdb.com/title/tt0091053/"
"441","tt0114306","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Rumpelstiltskin","Feature Film","Mark Jones","","4.3","87","1995","comedy, fantasy, horror","1789","1995-11-24","http://www.imdb.com/title/tt0114306/"
"442","tt0118930","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","The Dark Side of the Sun","Feature Film","Bozidar Nikolic","","5.5","101","1988","drama, romance","2763","1988-12-21","http://www.imdb.com/title/tt0118930/"
"443","tt0068190","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Alice's Adventures in Wonderland","Feature Film","William Sterling","","5.8","101","1972","adventure, family, fantasy, musical","1197","1972-11-20","http://www.imdb.com/title/tt0068190/"
"444","tt0072848","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","The Day of the Locust","Feature Film","John Schlesinger","","7.2","144","1975","drama, thriller","3961","1975-05-07","http://www.imdb.com/title/tt0072848/"
"445","tt0181836","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","The Specials","Feature Film","Craig Mazin","","6.0","82","2000","action, comedy, fantasy, sci_fi","1933","2000-09-18","http://www.imdb.com/title/tt0181836/"
"446","tt0090192","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Trancers","Feature Film","Charles Band","","6.2","76","1984","action, sci_fi","3749","1984-11-07","http://www.imdb.com/title/tt0090192/"
"447","tt0084899","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","White Dog","Feature Film","Samuel Fuller","","7.1","90","1982","drama, horror, thriller","5974","1982-07-07","http://www.imdb.com/title/tt0084899/"
"448","tt0082477","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Gregory's Girl","Feature Film","Bill Forsyth","","7.1","91","1981","comedy, drama, romance","5884","1981-04-23","http://www.imdb.com/title/tt0082477/"
"449","tt0087004","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","The Brother from Another Planet","Feature Film","John Sayles","","6.8","108","1984","comedy, sci_fi","4582","1984-09-07","http://www.imdb.com/title/tt0087004/"
"450","tt0091647","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Nomads","Feature Film","John McTiernan","","5.5","91","1986","horror, mystery, thriller","2736","1986-01","http://www.imdb.com/title/tt0091647/"
"451","tt0091579","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","My Chauffeur","Feature Film","David Beaird","","5.6","97","1986","comedy","1325","1986-01-24","http://www.imdb.com/title/tt0091579/"
"452","tt1303803","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","Standing Ovation","Feature Film","Stewart Raffill","","3.4","105","2010","musical","541","2010-07-16","http://www.imdb.com/title/tt1303803/"
"453","tt0097314","Wed Feb 25 14:43:15 2015","Wed Feb 25 14:43:15 2015","","The Experts","Feature Film","Dave Thomas","","4.6","94","1989","comedy","1843","1989-01-13","http://www.imdb.com/title/tt0097314/"
"454","tt0158033","Wed Feb 25 14:43:16 2015","Wed Feb 25 14:43:16 2015","","Nora","Feature Film","Pat Murphy","","6.1","106","2000","biography, drama","1346","2000-04-06","http://www.imdb.com/title/tt0158033/"
"455","tt0308411","Wed Feb 25 14:43:16 2015","Wed Feb 25 14:43:16 2015","","Interview with the Assassin","Feature Film","Neil Burger","","6.6","88","2002","drama","1652","2002-05-09","http://www.imdb.com/title/tt0308411/"
"456","tt0070222","Wed Feb 25 14:43:16 2015","Wed Feb 25 14:43:16 2015","","Invasion of the Bee Girls","Feature Film","Denis Sanders","","5.1","85","1973","horror, sci_fi","1679","1973-06-01","http://www.imdb.com/title/tt0070222/"
"457","tt0068369","Wed Feb 25 14:43:16 2015","Wed Feb 25 14:43:16 2015","","Child's Play","Feature Film","Sidney Lumet","","6.1","100","1972","drama, horror, mystery, thriller","585","1972-12-12","http://www.imdb.com/title/tt0068369/"
"458","tt0359692","Wed Feb 25 14:43:16 2015","Wed Feb 25 14:43:16 2015","","When the Last Sword is Drawn","Feature Film","Yôjirô Takita","","7.6","143","2002","drama","3956","2002-11-04","http://www.imdb.com/title/tt0359692/"
"459","tt0246772","Wed Feb 25 14:43:16 2015","Wed Feb 25 14:43:16 2015","","Mostly Martha","Feature Film","Sandra Nettelbeck","","7.3","109","2001","comedy, romance, drama","6830","2001-08-06","http://www.imdb.com/title/tt0246772/"
"460","tt0245501","Wed Feb 25 14:43:16 2015","Wed Feb 25 14:43:16 2015","","Things Behind the Sun","Feature Film","Allison Anders","","7.2","120","2001","drama, music","1160","2001-01-24","http://www.imdb.com/title/tt0245501/"
"461","tt0070157","Wed Feb 25 14:43:16 2015","Wed Feb 25 14:43:16 2015","","The Harrad Experiment","Feature Film","Ted Post","","4.5","97","1973","comedy, drama, romance","570","1973-05-11","http://www.imdb.com/title/tt0070157/"
"462","tt0071913","Wed Feb 25 14:43:16 2015","Wed Feb 25 14:43:16 2015","","The Nine Lives of Fritz the Cat","Feature Film","Robert Taylor","","5.4","77","1974","animation, comedy","1965","1974-06-26","http://www.imdb.com/title/tt0071913/"
"463","tt0066970","Wed Feb 25 14:43:16 2015","Wed Feb 25 14:43:16 2015","","Cold Sweat","Feature Film","Terence Young","","5.8","94","1970","action, crime, drama, thriller","1340","1970-12-18","http://www.imdb.com/title/tt0066970/"
"464","tt0093227","Wed Feb 25 14:43:16 2015","Wed Feb 25 14:43:16 2015","","Howling III","Feature Film","Philippe Mora","","3.1","94","1987","comedy, horror","3415","1987-05-15","http://www.imdb.com/title/tt0093227/"
"465","tt0078477","Wed Feb 25 14:43:16 2015","Wed Feb 25 14:43:16 2015","","The Water Babies","Feature Film","Lionel Jeffries","","6.1","92","1978","animation, adventure, family, fantasy, musical","866","1978","http://www.imdb.com/title/tt0078477/"
"466","tt0068235","Wed Feb 25 14:43:16 2015","Wed Feb 25 14:43:16 2015","","Au Pair Girls","Feature Film","Val Guest","","5.1","86","1972","comedy","464","1972-07","http://www.imdb.com/title/tt0068235/"
"467","tt0070800","Wed Feb 25 14:43:16 2015","Wed Feb 25 14:43:16 2015","","Five Fingers of Death","Feature Film","Chang Ho Cheng","","7.3","104","1972","action, drama, romance","2003","1972-05-26","http://www.imdb.com/title/tt0070800/"
"468","tt1049402","Wed Feb 25 14:43:16 2015","Wed Feb 25 14:43:16 2015","","Howl","Feature Film","Rob Epstein, Jeffrey Friedman","","6.8","84","2010","biography, drama","10608","2010-01-21","http://www.imdb.com/title/tt1049402/"
